"team","metric.type","forecast.week","season","metric","location","data.type","prediction.target"
"K","LS",28,"2011/2012",-Inf,"iquitos","test","peakinc"
"N","LS",28,"2011/2012",-Inf,"iquitos","test","peakinc"
"F","LS",28,"2011/2012",0,"iquitos","test","peakinc"
"M","LS",28,"2011/2012",-0.0169007,"iquitos","test","peakinc"
"E","LS",28,"2011/2012",-0.258123,"iquitos","test","peakinc"
"G","AE",28,"2011/2012",0.3025,"iquitos","test","peakinc"
"baseline","AE",28,"2011/2012",37.1857,"iquitos","test","peakinc"
"B","AE",28,"2011/2012",4,"iquitos","test","peakinc"
"C","AE",28,"2011/2012",40.5,"iquitos","test","peakinc"
"D","AE",28,"2011/2012",1,"iquitos","test","peakinc"
"J","AE",28,"2011/2012",8.85053,"iquitos","test","peakinc"
"H","AE",28,"2011/2012",8.70618,"iquitos","test","peakinc"
"P","AE",28,"2011/2012",4.5414,"iquitos","test","peakinc"
"A","AE",28,"2011/2012",2,"iquitos","test","peakinc"
"O","AE",28,"2011/2012",5.32304,"iquitos","test","peakinc"
"L","AE",28,"2011/2012",96,"iquitos","test","peakinc"
"I","AE",28,"2011/2012",18,"iquitos","test","peakinc"
"K","AE",28,"2011/2012",96,"iquitos","test","peakinc"
"N","AE",28,"2011/2012",113,"iquitos","test","peakinc"
"F","AE",28,"2011/2012",1,"iquitos","test","peakinc"
"M","AE",28,"2011/2012",2,"iquitos","test","peakinc"
"E","AE",28,"2011/2012",5,"iquitos","test","peakinc"
"G","LS",32,"2011/2012",-0.709405,"iquitos","test","peakinc"
"baseline","LS",32,"2011/2012",-3.09224,"iquitos","test","peakinc"
"B","LS",32,"2011/2012",-0.191231,"iquitos","test","peakinc"
"C","LS",32,"2011/2012",-2.11032,"iquitos","test","peakinc"
"D","LS",32,"2011/2012",-3.10001e-11,"iquitos","test","peakinc"
"J","LS",32,"2011/2012",-0.424125,"iquitos","test","peakinc"
"H","LS",32,"2011/2012",-1.07017,"iquitos","test","peakinc"
"P","LS",32,"2011/2012",-0.228219,"iquitos","test","peakinc"
"A","LS",32,"2011/2012",0,"iquitos","test","peakinc"
"O","LS",32,"2011/2012",-0.556762,"iquitos","test","peakinc"
"L","LS",32,"2011/2012",-Inf,"iquitos","test","peakinc"
"I","LS",32,"2011/2012",-1.73865,"iquitos","test","peakinc"
"K","LS",32,"2011/2012",-Inf,"iquitos","test","peakinc"
"N","LS",32,"2011/2012",-Inf,"iquitos","test","peakinc"
"F","LS",32,"2011/2012",0,"iquitos","test","peakinc"
"M","LS",32,"2011/2012",-0.0169007,"iquitos","test","peakinc"
"E","LS",32,"2011/2012",-0.427787,"iquitos","test","peakinc"
"G","AE",32,"2011/2012",3.825,"iquitos","test","peakinc"
"baseline","AE",32,"2011/2012",28.3628,"iquitos","test","peakinc"
"B","AE",32,"2011/2012",3,"iquitos","test","peakinc"
"C","AE",32,"2011/2012",40.5,"iquitos","test","peakinc"
"D","AE",32,"2011/2012",0,"iquitos","test","peakinc"
"J","AE",32,"2011/2012",6.00443,"iquitos","test","peakinc"
"H","AE",32,"2011/2012",9.01889,"iquitos","test","peakinc"
"P","AE",32,"2011/2012",4.27665,"iquitos","test","peakinc"
"A","AE",32,"2011/2012",1,"iquitos","test","peakinc"
"O","AE",32,"2011/2012",14.3448,"iquitos","test","peakinc"
"L","AE",32,"2011/2012",96,"iquitos","test","peakinc"
"I","AE",32,"2011/2012",12,"iquitos","test","peakinc"
"K","AE",32,"2011/2012",41,"iquitos","test","peakinc"
"N","AE",32,"2011/2012",143,"iquitos","test","peakinc"
"F","AE",32,"2011/2012",0,"iquitos","test","peakinc"
"M","AE",32,"2011/2012",2,"iquitos","test","peakinc"
"E","AE",32,"2011/2012",7,"iquitos","test","peakinc"
"G","LS",36,"2011/2012",-1.87574,"iquitos","test","peakinc"
"baseline","LS",36,"2011/2012",-1.49388,"iquitos","test","peakinc"
"B","LS",36,"2011/2012",-0.124239,"iquitos","test","peakinc"
"C","LS",36,"2011/2012",-2.11032,"iquitos","test","peakinc"
"D","LS",36,"2011/2012",-1.56e-11,"iquitos","test","peakinc"
"J","LS",36,"2011/2012",-0.444521,"iquitos","test","peakinc"
"H","LS",36,"2011/2012",-0.215353,"iquitos","test","peakinc"
"P","LS",36,"2011/2012",-0.224519,"iquitos","test","peakinc"
"A","LS",36,"2011/2012",-0.903868,"iquitos","test","peakinc"
"O","LS",36,"2011/2012",-0.120316,"iquitos","test","peakinc"
"L","LS",36,"2011/2012",-Inf,"iquitos","test","peakinc"
"I","LS",36,"2011/2012",0,"iquitos","test","peakinc"
"K","LS",36,"2011/2012",-Inf,"iquitos","test","peakinc"
"N","LS",36,"2011/2012",-Inf,"iquitos","test","peakinc"
"F","LS",36,"2011/2012",0,"iquitos","test","peakinc"
"M","LS",36,"2011/2012",-0.0169007,"iquitos","test","peakinc"
"E","LS",36,"2011/2012",-0.0673141,"iquitos","test","peakinc"
"G","AE",36,"2011/2012",10.4,"iquitos","test","peakinc"
"baseline","AE",36,"2011/2012",17.1308,"iquitos","test","peakinc"
"B","AE",36,"2011/2012",0,"iquitos","test","peakinc"
"C","AE",36,"2011/2012",40.5,"iquitos","test","peakinc"
"D","AE",36,"2011/2012",0,"iquitos","test","peakinc"
"J","AE",36,"2011/2012",3.76268,"iquitos","test","peakinc"
"H","AE",36,"2011/2012",3.14997,"iquitos","test","peakinc"
"P","AE",36,"2011/2012",4.17765,"iquitos","test","peakinc"
"A","AE",36,"2011/2012",16,"iquitos","test","peakinc"
"O","AE",36,"2011/2012",5.7474,"iquitos","test","peakinc"
"L","AE",36,"2011/2012",96,"iquitos","test","peakinc"
"I","AE",36,"2011/2012",5,"iquitos","test","peakinc"
"K","AE",36,"2011/2012",15,"iquitos","test","peakinc"
"N","AE",36,"2011/2012",144,"iquitos","test","peakinc"
"F","AE",36,"2011/2012",0,"iquitos","test","peakinc"
"M","AE",36,"2011/2012",2,"iquitos","test","peakinc"
"E","AE",36,"2011/2012",1,"iquitos","test","peakinc"
"G","LS",40,"2011/2012",-0.709409,"iquitos","test","peakinc"
"baseline","LS",40,"2011/2012",-0.626985,"iquitos","test","peakinc"
"B","LS",40,"2011/2012",-0.12518,"iquitos","test","peakinc"
"C","LS",40,"2011/2012",-2.11032,"iquitos","test","peakinc"
"D","LS",40,"2011/2012",-1.56e-11,"iquitos","test","peakinc"
"J","LS",40,"2011/2012",-0.436904,"iquitos","test","peakinc"
"H","LS",40,"2011/2012",-0.0497914,"iquitos","test","peakinc"
"P","LS",40,"2011/2012",-0.228407,"iquitos","test","peakinc"
"A","LS",40,"2011/2012",-1.00786,"iquitos","test","peakinc"
"O","LS",40,"2011/2012",-0.073769,"iquitos","test","peakinc"
"L","LS",40,"2011/2012",-Inf,"iquitos","test","peakinc"
"I","LS",40,"2011/2012",0,"iquitos","test","peakinc"
"K","LS",40,"2011/2012",-Inf,"iquitos","test","peakinc"
"N","LS",40,"2011/2012",-Inf,"iquitos","test","peakinc"
"F","LS",40,"2011/2012",0,"iquitos","test","peakinc"
"M","LS",40,"2011/2012",-0.0169007,"iquitos","test","peakinc"
"E","LS",40,"2011/2012",-0.0528727,"iquitos","test","peakinc"
"G","AE",40,"2011/2012",9.035,"iquitos","test","peakinc"
"baseline","AE",40,"2011/2012",9.26157,"iquitos","test","peakinc"
"B","AE",40,"2011/2012",1,"iquitos","test","peakinc"
"C","AE",40,"2011/2012",40.5,"iquitos","test","peakinc"
"D","AE",40,"2011/2012",0,"iquitos","test","peakinc"
"J","AE",40,"2011/2012",1.87274,"iquitos","test","peakinc"
"H","AE",40,"2011/2012",2.18522,"iquitos","test","peakinc"
"P","AE",40,"2011/2012",4.33735,"iquitos","test","peakinc"
"A","AE",40,"2011/2012",16,"iquitos","test","peakinc"
"O","AE",40,"2011/2012",3.85759,"iquitos","test","peakinc"
"L","AE",40,"2011/2012",96,"iquitos","test","peakinc"
"I","AE",40,"2011/2012",4,"iquitos","test","peakinc"
"K","AE",40,"2011/2012",10,"iquitos","test","peakinc"
"N","AE",40,"2011/2012",144,"iquitos","test","peakinc"
"F","AE",40,"2011/2012",0,"iquitos","test","peakinc"
"M","AE",40,"2011/2012",2,"iquitos","test","peakinc"
"E","AE",40,"2011/2012",1,"iquitos","test","peakinc"
"G","LS",44,"2011/2012",-0.709409,"iquitos","test","peakinc"
"baseline","LS",44,"2011/2012",-0.241435,"iquitos","test","peakinc"
"B","LS",44,"2011/2012",-0.11294,"iquitos","test","peakinc"
"C","LS",44,"2011/2012",-0.00994043,"iquitos","test","peakinc"
"D","LS",44,"2011/2012",-1.56e-11,"iquitos","test","peakinc"
"J","LS",44,"2011/2012",-0.399724,"iquitos","test","peakinc"
"H","LS",44,"2011/2012",-0.00861712,"iquitos","test","peakinc"
"P","LS",44,"2011/2012",-0.227277,"iquitos","test","peakinc"
"A","LS",44,"2011/2012",-0.287682,"iquitos","test","peakinc"
"O","LS",44,"2011/2012",-0.0196712,"iquitos","test","peakinc"
"L","LS",44,"2011/2012",-Inf,"iquitos","test","peakinc"
"I","LS",44,"2011/2012",0,"iquitos","test","peakinc"
"K","LS",44,"2011/2012",-Inf,"iquitos","test","peakinc"
"N","LS",44,"2011/2012",-Inf,"iquitos","test","peakinc"
"F","LS",44,"2011/2012",0,"iquitos","test","peakinc"
"M","LS",44,"2011/2012",-0.0169007,"iquitos","test","peakinc"
"E","LS",44,"2011/2012",-0.0433762,"iquitos","test","peakinc"
"G","AE",44,"2011/2012",8.905,"iquitos","test","peakinc"
"baseline","AE",44,"2011/2012",3.5237,"iquitos","test","peakinc"
"B","AE",44,"2011/2012",0,"iquitos","test","peakinc"
"C","AE",44,"2011/2012",0,"iquitos","test","peakinc"
"D","AE",44,"2011/2012",0,"iquitos","test","peakinc"
"J","AE",44,"2011/2012",1.32024,"iquitos","test","peakinc"
"H","AE",44,"2011/2012",0,"iquitos","test","peakinc"
"P","AE",44,"2011/2012",4.27485,"iquitos","test","peakinc"
"A","AE",44,"2011/2012",2,"iquitos","test","peakinc"
"O","AE",44,"2011/2012",0.84627,"iquitos","test","peakinc"
"L","AE",44,"2011/2012",96,"iquitos","test","peakinc"
"I","AE",44,"2011/2012",2,"iquitos","test","peakinc"
"K","AE",44,"2011/2012",2,"iquitos","test","peakinc"
"N","AE",44,"2011/2012",144,"iquitos","test","peakinc"
"F","AE",44,"2011/2012",0,"iquitos","test","peakinc"
"M","AE",44,"2011/2012",2,"iquitos","test","peakinc"
"E","AE",44,"2011/2012",0,"iquitos","test","peakinc"
"G","LS",48,"2011/2012",-0.709408,"iquitos","test","peakinc"
"baseline","LS",48,"2011/2012",-0.0229616,"iquitos","test","peakinc"
"B","LS",48,"2011/2012",-0.109799,"iquitos","test","peakinc"
"C","LS",48,"2011/2012",-0.00994043,"iquitos","test","peakinc"
"D","LS",48,"2011/2012",-1.56e-11,"iquitos","test","peakinc"
"J","LS",48,"2011/2012",-0.365314,"iquitos","test","peakinc"
"H","LS",48,"2011/2012",-0.00238418,"iquitos","test","peakinc"
"P","LS",48,"2011/2012",-0.224707,"iquitos","test","peakinc"
"A","LS",48,"2011/2012",-0.0151136,"iquitos","test","peakinc"
"O","LS",48,"2011/2012",-0.000150905,"iquitos","test","peakinc"
"L","LS",48,"2011/2012",-Inf,"iquitos","test","peakinc"
"I","LS",48,"2011/2012",0,"iquitos","test","peakinc"
"K","LS",48,"2011/2012",-Inf,"iquitos","test","peakinc"
"N","LS",48,"2011/2012",-Inf,"iquitos","test","peakinc"
"F","LS",48,"2011/2012",0,"iquitos","test","peakinc"
"M","LS",48,"2011/2012",-0.0169007,"iquitos","test","peakinc"
"E","LS",48,"2011/2012",-0.00606798,"iquitos","test","peakinc"
"G","AE",48,"2011/2012",7.84,"iquitos","test","peakinc"
"baseline","AE",48,"2011/2012",0,"iquitos","test","peakinc"
"B","AE",48,"2011/2012",0,"iquitos","test","peakinc"
"C","AE",48,"2011/2012",0,"iquitos","test","peakinc"
"D","AE",48,"2011/2012",0,"iquitos","test","peakinc"
"J","AE",48,"2011/2012",0.800978,"iquitos","test","peakinc"
"H","AE",48,"2011/2012",0,"iquitos","test","peakinc"
"P","AE",48,"2011/2012",4.16375,"iquitos","test","peakinc"
"A","AE",48,"2011/2012",1,"iquitos","test","peakinc"
"O","AE",48,"2011/2012",0.041538,"iquitos","test","peakinc"
"L","AE",48,"2011/2012",96,"iquitos","test","peakinc"
"I","AE",48,"2011/2012",0,"iquitos","test","peakinc"
"K","AE",48,"2011/2012",0,"iquitos","test","peakinc"
"N","AE",48,"2011/2012",144,"iquitos","test","peakinc"
"F","AE",48,"2011/2012",0,"iquitos","test","peakinc"
"M","AE",48,"2011/2012",2,"iquitos","test","peakinc"
"E","AE",48,"2011/2012",0,"iquitos","test","peakinc"
"G","LS",0,"2012/2013",-3.11117,"iquitos","test","peakinc"
"baseline","LS",0,"2012/2013",-1.8734,"iquitos","test","peakinc"
"B","LS",0,"2012/2013",-0.271283,"iquitos","test","peakinc"
"C","LS",0,"2012/2013",-1.58134,"iquitos","test","peakinc"
"D","LS",0,"2012/2013",-4.25243,"iquitos","test","peakinc"
"J","LS",0,"2012/2013",-1.86895,"iquitos","test","peakinc"
"H","LS",0,"2012/2013",-1.88527,"iquitos","test","peakinc"
"P","LS",0,"2012/2013",-3.17009,"iquitos","test","peakinc"
"A","LS",0,"2012/2013",-Inf,"iquitos","test","peakinc"
"O","LS",0,"2012/2013",-1.70914,"iquitos","test","peakinc"
"L","LS",0,"2012/2013",-0.642454,"iquitos","test","peakinc"
"I","LS",0,"2012/2013",-0.480463,"iquitos","test","peakinc"
"K","LS",0,"2012/2013",-Inf,"iquitos","test","peakinc"
"N","LS",0,"2012/2013",-1.58039,"iquitos","test","peakinc"
"F","LS",0,"2012/2013",-Inf,"iquitos","test","peakinc"
"M","LS",0,"2012/2013",-5.26226,"iquitos","test","peakinc"
"E","LS",0,"2012/2013",-1.78916,"iquitos","test","peakinc"
"G","AE",0,"2012/2013",59.565,"iquitos","test","peakinc"
"baseline","AE",0,"2012/2013",35.2188,"iquitos","test","peakinc"
"B","AE",0,"2012/2013",0,"iquitos","test","peakinc"
"C","AE",0,"2012/2013",10.5,"iquitos","test","peakinc"
"D","AE",0,"2012/2013",35,"iquitos","test","peakinc"
"J","AE",0,"2012/2013",0.588576,"iquitos","test","peakinc"
"H","AE",0,"2012/2013",25.194,"iquitos","test","peakinc"
"P","AE",0,"2012/2013",23.8726,"iquitos","test","peakinc"
"A","AE",0,"2012/2013",34,"iquitos","test","peakinc"
"O","AE",0,"2012/2013",9.57254,"iquitos","test","peakinc"
"L","AE",0,"2012/2013",7.95696,"iquitos","test","peakinc"
"I","AE",0,"2012/2013",3,"iquitos","test","peakinc"
"K","AE",0,"2012/2013",30,"iquitos","test","peakinc"
"N","AE",0,"2012/2013",22,"iquitos","test","peakinc"
"F","AE",0,"2012/2013",27.8456,"iquitos","test","peakinc"
"M","AE",0,"2012/2013",23,"iquitos","test","peakinc"
"E","AE",0,"2012/2013",17,"iquitos","test","peakinc"
"G","LS",4,"2012/2013",-1.87574,"iquitos","test","peakinc"
"baseline","LS",4,"2012/2013",-1.84833,"iquitos","test","peakinc"
"B","LS",4,"2012/2013",-0.271283,"iquitos","test","peakinc"
"C","LS",4,"2012/2013",-1.58134,"iquitos","test","peakinc"
"D","LS",4,"2012/2013",-4.09595,"iquitos","test","peakinc"
"J","LS",4,"2012/2013",-2.90008,"iquitos","test","peakinc"
"H","LS",4,"2012/2013",-1.79706,"iquitos","test","peakinc"
"P","LS",4,"2012/2013",-3.21638,"iquitos","test","peakinc"
"A","LS",4,"2012/2013",-5.29832,"iquitos","test","peakinc"
"O","LS",4,"2012/2013",-11.6083,"iquitos","test","peakinc"
"L","LS",4,"2012/2013",-0.394525,"iquitos","test","peakinc"
"I","LS",4,"2012/2013",-0.517057,"iquitos","test","peakinc"
"K","LS",4,"2012/2013",-Inf,"iquitos","test","peakinc"
"N","LS",4,"2012/2013",-1.63215,"iquitos","test","peakinc"
"F","LS",4,"2012/2013",-Inf,"iquitos","test","peakinc"
"M","LS",4,"2012/2013",-5.26226,"iquitos","test","peakinc"
"E","LS",4,"2012/2013",-1.7832,"iquitos","test","peakinc"
"G","AE",4,"2012/2013",15.24,"iquitos","test","peakinc"
"baseline","AE",4,"2012/2013",33.9774,"iquitos","test","peakinc"
"B","AE",4,"2012/2013",0,"iquitos","test","peakinc"
"C","AE",4,"2012/2013",10.5,"iquitos","test","peakinc"
"D","AE",4,"2012/2013",34,"iquitos","test","peakinc"
"J","AE",4,"2012/2013",0.588576,"iquitos","test","peakinc"
"H","AE",4,"2012/2013",23.8789,"iquitos","test","peakinc"
"P","AE",4,"2012/2013",23.9453,"iquitos","test","peakinc"
"A","AE",4,"2012/2013",30,"iquitos","test","peakinc"
"O","AE",4,"2012/2013",29.5147,"iquitos","test","peakinc"
"L","AE",4,"2012/2013",5.44116,"iquitos","test","peakinc"
"I","AE",4,"2012/2013",2,"iquitos","test","peakinc"
"K","AE",4,"2012/2013",30,"iquitos","test","peakinc"
"N","AE",4,"2012/2013",20,"iquitos","test","peakinc"
"F","AE",4,"2012/2013",27.3481,"iquitos","test","peakinc"
"M","AE",4,"2012/2013",23,"iquitos","test","peakinc"
"E","AE",4,"2012/2013",30,"iquitos","test","peakinc"
"G","LS",8,"2012/2013",-1.0183,"iquitos","test","peakinc"
"baseline","LS",8,"2012/2013",-1.79878,"iquitos","test","peakinc"
"B","LS",8,"2012/2013",-0.267449,"iquitos","test","peakinc"
"C","LS",8,"2012/2013",-1.58134,"iquitos","test","peakinc"
"D","LS",8,"2012/2013",-3.98562,"iquitos","test","peakinc"
"J","LS",8,"2012/2013",-2.96522,"iquitos","test","peakinc"
"H","LS",8,"2012/2013",-2.37087,"iquitos","test","peakinc"
"P","LS",8,"2012/2013",-3.15825,"iquitos","test","peakinc"
"A","LS",8,"2012/2013",-Inf,"iquitos","test","peakinc"
"O","LS",8,"2012/2013",-2.58056,"iquitos","test","peakinc"
"L","LS",8,"2012/2013",-0.350693,"iquitos","test","peakinc"
"I","LS",8,"2012/2013",-0.289893,"iquitos","test","peakinc"
"K","LS",8,"2012/2013",-Inf,"iquitos","test","peakinc"
"N","LS",8,"2012/2013",-1.68098,"iquitos","test","peakinc"
"F","LS",8,"2012/2013",-Inf,"iquitos","test","peakinc"
"M","LS",8,"2012/2013",-5.98174,"iquitos","test","peakinc"
"E","LS",8,"2012/2013",-1.50553,"iquitos","test","peakinc"
"G","AE",8,"2012/2013",2.215,"iquitos","test","peakinc"
"baseline","AE",8,"2012/2013",32.4715,"iquitos","test","peakinc"
"B","AE",8,"2012/2013",0,"iquitos","test","peakinc"
"C","AE",8,"2012/2013",10.5,"iquitos","test","peakinc"
"D","AE",8,"2012/2013",34,"iquitos","test","peakinc"
"J","AE",8,"2012/2013",0.588576,"iquitos","test","peakinc"
"H","AE",8,"2012/2013",26.107,"iquitos","test","peakinc"
"P","AE",8,"2012/2013",23.8164,"iquitos","test","peakinc"
"A","AE",8,"2012/2013",34,"iquitos","test","peakinc"
"O","AE",8,"2012/2013",5.96798,"iquitos","test","peakinc"
"L","AE",8,"2012/2013",3.92483,"iquitos","test","peakinc"
"I","AE",8,"2012/2013",1,"iquitos","test","peakinc"
"K","AE",8,"2012/2013",30,"iquitos","test","peakinc"
"N","AE",8,"2012/2013",22,"iquitos","test","peakinc"
"F","AE",8,"2012/2013",29.3635,"iquitos","test","peakinc"
"M","AE",8,"2012/2013",24,"iquitos","test","peakinc"
"E","AE",8,"2012/2013",23,"iquitos","test","peakinc"
"G","LS",12,"2012/2013",-1.70941,"iquitos","test","peakinc"
"baseline","LS",12,"2012/2013",-1.75852,"iquitos","test","peakinc"
"B","LS",12,"2012/2013",-0.252786,"iquitos","test","peakinc"
"C","LS",12,"2012/2013",-1.58134,"iquitos","test","peakinc"
"D","LS",12,"2012/2013",-3.56863,"iquitos","test","peakinc"
"J","LS",12,"2012/2013",-3.01444,"iquitos","test","peakinc"
"H","LS",12,"2012/2013",-1.55696,"iquitos","test","peakinc"
"P","LS",12,"2012/2013",-3.10332,"iquitos","test","peakinc"
"A","LS",12,"2012/2013",-Inf,"iquitos","test","peakinc"
"O","LS",12,"2012/2013",-1.78616,"iquitos","test","peakinc"
"L","LS",12,"2012/2013",-0.430783,"iquitos","test","peakinc"
"I","LS",12,"2012/2013",-0.399156,"iquitos","test","peakinc"
"K","LS",12,"2012/2013",-Inf,"iquitos","test","peakinc"
"N","LS",12,"2012/2013",-1.62096,"iquitos","test","peakinc"
"F","LS",12,"2012/2013",-Inf,"iquitos","test","peakinc"
"M","LS",12,"2012/2013",-5.26226,"iquitos","test","peakinc"
"E","LS",12,"2012/2013",-1.98522,"iquitos","test","peakinc"
"G","AE",12,"2012/2013",21.1325,"iquitos","test","peakinc"
"baseline","AE",12,"2012/2013",31.7251,"iquitos","test","peakinc"
"B","AE",12,"2012/2013",0,"iquitos","test","peakinc"
"C","AE",12,"2012/2013",10.5,"iquitos","test","peakinc"
"D","AE",12,"2012/2013",29,"iquitos","test","peakinc"
"J","AE",12,"2012/2013",0.638162,"iquitos","test","peakinc"
"H","AE",12,"2012/2013",18.0322,"iquitos","test","peakinc"
"P","AE",12,"2012/2013",23.8191,"iquitos","test","peakinc"
"A","AE",12,"2012/2013",34,"iquitos","test","peakinc"
"O","AE",12,"2012/2013",5.75103,"iquitos","test","peakinc"
"L","AE",12,"2012/2013",6.63141,"iquitos","test","peakinc"
"I","AE",12,"2012/2013",3,"iquitos","test","peakinc"
"K","AE",12,"2012/2013",30,"iquitos","test","peakinc"
"N","AE",12,"2012/2013",20,"iquitos","test","peakinc"
"F","AE",12,"2012/2013",28.0263,"iquitos","test","peakinc"
"M","AE",12,"2012/2013",23,"iquitos","test","peakinc"
"E","AE",12,"2012/2013",17,"iquitos","test","peakinc"
"G","LS",16,"2012/2013",-1.70941,"iquitos","test","peakinc"
"baseline","LS",16,"2012/2013",-1.64662,"iquitos","test","peakinc"
"B","LS",16,"2012/2013",-0.353039,"iquitos","test","peakinc"
"C","LS",16,"2012/2013",-1.58134,"iquitos","test","peakinc"
"D","LS",16,"2012/2013",-3.27485,"iquitos","test","peakinc"
"J","LS",16,"2012/2013",-3.04536,"iquitos","test","peakinc"
"H","LS",16,"2012/2013",-2.55615,"iquitos","test","peakinc"
"P","LS",16,"2012/2013",-3.17966,"iquitos","test","peakinc"
"A","LS",16,"2012/2013",-2.12026,"iquitos","test","peakinc"
"O","LS",16,"2012/2013",-2.25495,"iquitos","test","peakinc"
"L","LS",16,"2012/2013",-0.601115,"iquitos","test","peakinc"
"I","LS",16,"2012/2013",-0.520677,"iquitos","test","peakinc"
"K","LS",16,"2012/2013",-Inf,"iquitos","test","peakinc"
"N","LS",16,"2012/2013",-1.36062,"iquitos","test","peakinc"
"F","LS",16,"2012/2013",-Inf,"iquitos","test","peakinc"
"M","LS",16,"2012/2013",-6.83349,"iquitos","test","peakinc"
"E","LS",16,"2012/2013",-1.72738,"iquitos","test","peakinc"
"G","AE",16,"2012/2013",21.3325,"iquitos","test","peakinc"
"baseline","AE",16,"2012/2013",27.8376,"iquitos","test","peakinc"
"B","AE",16,"2012/2013",0,"iquitos","test","peakinc"
"C","AE",16,"2012/2013",10.5,"iquitos","test","peakinc"
"D","AE",16,"2012/2013",29,"iquitos","test","peakinc"
"J","AE",16,"2012/2013",4.36754,"iquitos","test","peakinc"
"H","AE",16,"2012/2013",26.0985,"iquitos","test","peakinc"
"P","AE",16,"2012/2013",23.9459,"iquitos","test","peakinc"
"A","AE",16,"2012/2013",31,"iquitos","test","peakinc"
"O","AE",16,"2012/2013",7.96601,"iquitos","test","peakinc"
"L","AE",16,"2012/2013",8.80164,"iquitos","test","peakinc"
"I","AE",16,"2012/2013",3,"iquitos","test","peakinc"
"K","AE",16,"2012/2013",29,"iquitos","test","peakinc"
"N","AE",16,"2012/2013",33,"iquitos","test","peakinc"
"F","AE",16,"2012/2013",29,"iquitos","test","peakinc"
"M","AE",16,"2012/2013",25,"iquitos","test","peakinc"
"E","AE",16,"2012/2013",15,"iquitos","test","peakinc"
"G","LS",20,"2012/2013",-1.87574,"iquitos","test","peakinc"
"baseline","LS",20,"2012/2013",-1.64403,"iquitos","test","peakinc"
"B","LS",20,"2012/2013",-0.520147,"iquitos","test","peakinc"
"C","LS",20,"2012/2013",-1.58134,"iquitos","test","peakinc"
"D","LS",20,"2012/2013",-3.20543,"iquitos","test","peakinc"
"J","LS",20,"2012/2013",-2.94034,"iquitos","test","peakinc"
"H","LS",20,"2012/2013",-1.14711,"iquitos","test","peakinc"
"P","LS",20,"2012/2013",-3.07478,"iquitos","test","peakinc"
"A","LS",20,"2012/2013",-Inf,"iquitos","test","peakinc"
"O","LS",20,"2012/2013",-1.50455,"iquitos","test","peakinc"
"L","LS",20,"2012/2013",-0.411282,"iquitos","test","peakinc"
"I","LS",20,"2012/2013",-0.455255,"iquitos","test","peakinc"
"K","LS",20,"2012/2013",-Inf,"iquitos","test","peakinc"
"N","LS",20,"2012/2013",-1.60223,"iquitos","test","peakinc"
"F","LS",20,"2012/2013",-Inf,"iquitos","test","peakinc"
"M","LS",20,"2012/2013",-5.26226,"iquitos","test","peakinc"
"E","LS",20,"2012/2013",-1.15471,"iquitos","test","peakinc"
"G","AE",20,"2012/2013",14.2425,"iquitos","test","peakinc"
"baseline","AE",20,"2012/2013",28.6843,"iquitos","test","peakinc"
"B","AE",20,"2012/2013",0,"iquitos","test","peakinc"
"C","AE",20,"2012/2013",10.5,"iquitos","test","peakinc"
"D","AE",20,"2012/2013",27,"iquitos","test","peakinc"
"J","AE",20,"2012/2013",12.052,"iquitos","test","peakinc"
"H","AE",20,"2012/2013",11.1265,"iquitos","test","peakinc"
"P","AE",20,"2012/2013",23.8344,"iquitos","test","peakinc"
"A","AE",20,"2012/2013",31,"iquitos","test","peakinc"
"O","AE",20,"2012/2013",7.84965,"iquitos","test","peakinc"
"L","AE",20,"2012/2013",6.69686,"iquitos","test","peakinc"
"I","AE",20,"2012/2013",3,"iquitos","test","peakinc"
"K","AE",20,"2012/2013",29,"iquitos","test","peakinc"
"N","AE",20,"2012/2013",47,"iquitos","test","peakinc"
"F","AE",20,"2012/2013",28,"iquitos","test","peakinc"
"M","AE",20,"2012/2013",23,"iquitos","test","peakinc"
"E","AE",20,"2012/2013",4,"iquitos","test","peakinc"
"G","LS",24,"2012/2013",-0.875723,"iquitos","test","peakinc"
"baseline","LS",24,"2012/2013",-1.57745,"iquitos","test","peakinc"
"B","LS",24,"2012/2013",-0.581904,"iquitos","test","peakinc"
"C","LS",24,"2012/2013",-1.58134,"iquitos","test","peakinc"
"D","LS",24,"2012/2013",-1.16357,"iquitos","test","peakinc"
"J","LS",24,"2012/2013",-1.91603,"iquitos","test","peakinc"
"H","LS",24,"2012/2013",-1.07368,"iquitos","test","peakinc"
"P","LS",24,"2012/2013",-2.3544,"iquitos","test","peakinc"
"A","LS",24,"2012/2013",-3.91202,"iquitos","test","peakinc"
"O","LS",24,"2012/2013",-1.36393,"iquitos","test","peakinc"
"L","LS",24,"2012/2013",-0.310064,"iquitos","test","peakinc"
"I","LS",24,"2012/2013",-1.30782,"iquitos","test","peakinc"
"K","LS",24,"2012/2013",-0.515001,"iquitos","test","peakinc"
"N","LS",24,"2012/2013",-Inf,"iquitos","test","peakinc"
"F","LS",24,"2012/2013",-Inf,"iquitos","test","peakinc"
"M","LS",24,"2012/2013",-5.26226,"iquitos","test","peakinc"
"E","LS",24,"2012/2013",-1.0362,"iquitos","test","peakinc"
"G","AE",24,"2012/2013",2.625,"iquitos","test","peakinc"
"baseline","AE",24,"2012/2013",25.5793,"iquitos","test","peakinc"
