"team","metric.type","forecast.week","season","metric","location","data.type","prediction.target"
"new","LS",44,"2006/2007",-0.00961977661178314,"iquitos","train","seasoninc"
"new","AE",44,"2006/2007",0,"iquitos","train","peakweek"
"new","AE",44,"2006/2007",0,"iquitos","train","peakinc"
"new","AE",44,"2006/2007",11.2690858356926,"iquitos","train","seasoninc"
"new","LS",48,"2006/2007",-0.0830121119940644,"iquitos","train","peakweek"
"new","LS",48,"2006/2007",-0.0546462777800299,"iquitos","train","peakinc"
"new","LS",48,"2006/2007",-0.00653128246618648,"iquitos","train","seasoninc"
"new","AE",48,"2006/2007",0,"iquitos","train","peakweek"
"new","AE",48,"2006/2007",0,"iquitos","train","peakinc"
"new","AE",48,"2006/2007",12.3190888302221,"iquitos","train","seasoninc"
"new","LS",0,"2007/2008",-3.58595439996193,"iquitos","train","peakweek"
"new","LS",0,"2007/2008",-4.78199635294459,"iquitos","train","peakinc"
"new","LS",0,"2007/2008",-4.62583562218931,"iquitos","train","seasoninc"
"new","AE",0,"2007/2008",5,"iquitos","train","peakweek"
"new","AE",0,"2007/2008",48.0855300562765,"iquitos","train","peakinc"
"new","AE",0,"2007/2008",420.556755749929,"iquitos","train","seasoninc"
"new","LS",4,"2007/2008",-4.07468251081873,"iquitos","train","peakweek"
"new","LS",4,"2007/2008",-4.86020587279091,"iquitos","train","peakinc"
"new","LS",4,"2007/2008",-4.20006498869913,"iquitos","train","seasoninc"
"new","AE",4,"2007/2008",11,"iquitos","train","peakweek"
"new","AE",4,"2007/2008",47.0478732774547,"iquitos","train","peakinc"
"new","AE",4,"2007/2008",368.353580920813,"iquitos","train","seasoninc"
"new","LS",8,"2007/2008",-4.01781864235383,"iquitos","train","peakweek"
"new","LS",8,"2007/2008",-4.94643912680028,"iquitos","train","peakinc"
"new","LS",8,"2007/2008",-4.53022353889154,"iquitos","train","seasoninc"
"new","AE",8,"2007/2008",11,"iquitos","train","peakweek"
"new","AE",8,"2007/2008",48.5113989003852,"iquitos","train","peakinc"
"new","AE",8,"2007/2008",399.29324624817,"iquitos","train","seasoninc"
"new","LS",12,"2007/2008",-3.80572308152838,"iquitos","train","peakweek"
"new","LS",12,"2007/2008",-5.03663670242122,"iquitos","train","peakinc"
"new","LS",12,"2007/2008",-4.11435536640991,"iquitos","train","seasoninc"
"new","AE",12,"2007/2008",6,"iquitos","train","peakweek"
"new","AE",12,"2007/2008",46.998290080784,"iquitos","train","peakinc"
"new","AE",12,"2007/2008",358.233973983729,"iquitos","train","seasoninc"
"new","LS",16,"2007/2008",-3.56824402332937,"iquitos","train","peakweek"
"new","LS",16,"2007/2008",-5.1169172600883,"iquitos","train","peakinc"
"new","LS",16,"2007/2008",-3.52037463563993,"iquitos","train","seasoninc"
"new","AE",16,"2007/2008",5,"iquitos","train","peakweek"
"new","AE",16,"2007/2008",44.6694110016483,"iquitos","train","peakinc"
"new","AE",16,"2007/2008",301.060280635071,"iquitos","train","seasoninc"
"new","LS",20,"2007/2008",-3.40432470727369,"iquitos","train","peakweek"
"new","LS",20,"2007/2008",-5.25325580207005,"iquitos","train","peakinc"
"new","LS",20,"2007/2008",-3.42588762188867,"iquitos","train","seasoninc"
"new","AE",20,"2007/2008",0,"iquitos","train","peakweek"
"new","AE",20,"2007/2008",44.0343734422659,"iquitos","train","peakinc"
"new","AE",20,"2007/2008",270.924320387414,"iquitos","train","seasoninc"
"new","LS",24,"2007/2008",-2.78377236980762,"iquitos","train","peakweek"
"new","LS",24,"2007/2008",-2.17935799368796,"iquitos","train","peakinc"
